qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3
1276.0,83,39,17,19.0,18,1:25.057,\N,\N
1277.0,83,38,18,20.0,19,1:25.484,\N,\N
1278.0,83,33,17,18.0,20,\N,\N,\N
1279.0,84,8,1,9.0,1,1:26.797,\N,\N
1280.0,84,21,4,6.0,2,1:27.039,\N,\N
1281.0,84,4,4,5.0,3,1:27.050,\N,\N
1282.0,84,31,1,10.0,4,1:27.352,\N,\N
1283.0,84,15,7,16.0,5,1:27.501,\N,\N
1284.0,84,2,3,8.0,6,1:27.929,\N,\N
1285.0,84,17,3,7.0,7,1:27.944,\N,\N
1286.0,84,13,15,12.0,8,1:28.419,\N,\N
1287.0,84,23,7,17.0,9,1:28.594,\N,\N
1288.0,84,32,9,15.0,10,1:28.963,\N,\N
1289.0,84,22,6,2.0,11,1:29.369,\N,\N
1290.0,84,14,9,14.0,12,1:29.764,\N,\N
1291.0,84,18,16,3.0,13,1:30.063,\N,\N
1292.0,84,11,16,4.0,14,1:30.175,\N,\N
1293.0,84,33,17,18.0,15,1:30.710,\N,\N
1294.0,84,27,18,21.0,16,1:32.186,\N,\N
1295.0,84,38,18,20.0,17,\N,\N,\N
1296.0,84,35,15,11.0,18,\N,\N,\N
1297.0,84,39,17,19.0,19,\N,\N,\N
1298.0,84,30,6,1.0,20,\N,\N,\N
1299.0,85,8,1,9.0,1,1:20.878,\N,\N
1300.0,85,31,1,10.0,2,1:21.054,\N,\N
1301.0,85,4,4,5.0,3,1:21.319,\N,\N
1302.0,85,18,16,3.0,4,1:21.369,\N,\N
1303.0,85,11,16,4.0,5,1:21.477,\N,\N
1304.0,85,15,7,16.0,6,1:21.640,\N,\N
1305.0,85,30,6,1.0,7,1:21.721,\N,\N
1306.0,85,22,6,2.0,8,1:21.962,\N,\N
1307.0,85,21,4,6.0,9,1:22.068,\N,\N
1308.0,85,23,7,17.0,10,1:22.266,\N,\N
1309.0,85,14,9,14.0,11,1:22.304,\N,\N
1310.0,85,35,15,11.0,12,1:22.356,\N,\N
1311.0,85,32,9,15.0,13,1:22.532,\N,\N
1312.0,85,17,3,7.0,14,1:22.560,\N,\N
1313.0,85,13,15,12.0,15,1:23.060,\N,\N
1314.0,85,42,3,8.0,16,1:23.291,\N,\N
1315.0,85,33,17,18.0,17,1:24.666,\N,\N
1316.0,85,38,18,20.0,18,1:24.904,\N,\N
1317.0,85,39,17,19.0,19,1:25.859,\N,\N
1318.0,85,27,18,21.0,20,1:26.964,\N,\N
1319.0,86,31,1,10.0,1,1:46.391,\N,\N
1320.0,86,8,1,9.0,2,1:46.440,\N,\N
1321.0,86,21,4,6.0,3,1:46.497,\N,\N
1322.0,86,15,7,16.0,4,1:46.596,\N,\N
1323.0,86,4,4,5.0,5,1:46.760,\N,\N
1324.0,86,23,7,17.0,6,1:47.401,\N,\N
1325.0,86,30,6,1.0,7,1:47.476,\N,\N
1326.0,86,13,15,12.0,8,1:47.867,\N,\N
1327.0,86,18,16,3.0,9,1:47.978,\N,\N
1328.0,86,17,3,7.0,10,1:48.071,\N,\N
1329.0,86,11,16,4.0,11,1:48.353,\N,\N
1330.0,86,14,9,14.0,12,1:48.508,\N,\N
1331.0,86,22,6,2.0,13,1:48.550,\N,\N
1332.0,86,35,15,11.0,14,1:48.889,\N,\N
1333.0,86,42,3,8.0,15,1:48.898,\N,\N
1334.0,86,32,9,15.0,16,1:48.994,\N,\N
1335.0,86,38,18,20.0,17,1:49.779,\N,\N
1336.0,86,27,18,21.0,18,1:49.842,\N,\N
1337.0,86,33,17,18.0,19,1:51.498,\N,\N
1338.0,86,39,17,19.0,20,1:51.675,\N,\N
1339.0,87,4,4,5.0,1,1:11.988,\N,\N
1340.0,87,31,1,10.0,2,1:12.145,\N,\N
1341.0,87,21,4,6.0,3,1:12.558,\N,\N
1342.0,87,18,16,3.0,4,1:12.696,\N,\N
1343.0,87,8,1,9.0,5,1:12.781,\N,\N
1344.0,87,32,9,15.0,6,1:12.889,\N,\N
1345.0,87,30,6,1.0,7,1:12.976,\N,\N
1346.0,87,15,7,16.0,8,1:13.041,\N,\N
1347.0,87,13,15,12.0,9,1:13.151,\N,\N
1348.0,87,22,6,2.0,10,1:13.183,\N,\N
1349.0,87,23,7,17.0,11,1:13.285,\N,\N
1350.0,87,35,15,11.0,12,1:13.372,\N,\N
1351.0,87,33,17,18.0,13,1:13.387,\N,\N
1352.0,87,17,3,7.0,14,1:13.538,\N,\N
1353.0,87,42,3,8.0,15,1:13.581,\N,\N
1354.0,87,14,9,14.0,16,1:13.844,\N,\N
1355.0,87,39,17,19.0,17,1:14.520,\N,\N
1356.0,87,27,18,21.0,18,1:14.763,\N,\N
1357.0,87,11,16,4.0,19,\N,\N,\N
1358.0,87,38,18,20.0,20,\N,\N,\N
1359.0,88,23,7,17.0,1,1:46.106,\N,\N
1360.0,88,18,16,3.0,2,1:46.141,\N,\N
1361.0,88,21,4,6.0,3,1:46.276,\N,\N
1362.0,88,32,9,15.0,4,1:46.464,\N,\N
1363.0,88,11,16,4.0,5,1:46.841,\N,\N
1364.0,88,14,9,14.0,6,1:46.892,\N,\N
1365.0,88,17,3,7.0,7,1:47.233,\N,\N
1366.0,88,35,15,11.0,8,1:47.440,\N,\N
1367.0,88,22,6,2.0,9,1:48.248,\N,\N
1368.0,88,13,15,12.0,10,1:48.278,\N,\N
1369.0,88,39,17,19.0,11,1:48.718,\N,\N
1370.0,88,42,3,8.0,12,1:48.898,\N,\N
1371.0,88,27,18,21.0,13,1:50.843,\N,\N
1372.0,88,30,6,1.0,14,1:52.676,\N,\N
1373.0,88,38,18,20.0,15,1:52.894,\N,\N
1374.0,88,4,4,5.0,16,1:54.667,\N,\N
1375.0,88,8,1,9.0,17,2:02.309,\N,\N
1376.0,88,31,1,10.0,18,\N,\N,\N
1377.0,88,15,7,16.0,19,\N,\N,\N
1378.0,88,33,17,18.0,20,\N,\N,\N
1379.0,89,4,4,5.0,1,1:34.080,\N,\N
1380.0,89,21,4,6.0,2,1:34.401,\N,\N
1381.0,89,8,1,9.0,3,1:34.488,\N,\N
1382.0,89,18,16,3.0,4,1:34.801,\N,\N
1383.0,89,31,1,10.0,5,1:35.188,\N,\N
1384.0,89,30,6,1.0,6,1:35.301,\N,\N
1385.0,89,14,9,14.0,7,1:35.428,\N,\N
1386.0,89,22,6,2.0,8,1:35.610,\N,\N
1387.0,89,23,7,17.0,9,1:35.723,\N,\N
1388.0,89,17,3,7.0,10,1:35.739,\N,\N
1389.0,89,13,15,12.0,11,1:35.898,\N,\N
1390.0,89,15,7,16.0,12,1:36.044,\N,\N
1391.0,89,42,3,8.0,13,1:36.445,\N,\N
1392.0,89,32,9,15.0,14,1:36.472,\N,\N
1393.0,89,39,17,19.0,15,1:36.707,\N,\N
1394.0,89,35,15,11.0,16,1:36.788,\N,\N
1395.0,89,11,16,4.0,17,1:37.083,\N,\N
1396.0,89,27,18,21.0,18,1:39.105,\N,\N
1397.0,89,33,17,18.0,19,1:39.233,\N,\N
1398.0,89,38,18,20.0,20,1:39.460,\N,\N
1399.0,104,22,6,2.0,1,1:20.089,\N,\N
1400.0,104,31,3,3.0,2,1:20.620,\N,\N
1401.0,104,30,6,1.0,3,1:20.637,\N,\N
1402.0,104,4,4,8.0,4,1:20.645,\N,\N
1403.0,104,11,16,10.0,5,1:20.715,\N,\N
1404.0,104,18,16,9.0,6,1:20.786,\N,\N
1405.0,104,8,1,6.0,7,1:20.877,\N,\N
1406.0,104,42,3,4.0,8,1:20.888,\N,\N
1407.0,104,15,4,7.0,9,1:21.027,\N,\N
1408.0,104,14,1,5.0,10,1:21.049,\N,\N
1409.0,104,41,7,16.0,11,1:21.520,\N,\N
1410.0,104,17,19,14.0,12,1:21.602,\N,\N
1411.0,104,44,7,17.0,13,1:21.841,\N,\N
1412.0,104,32,19,15.0,14,1:21.989,\N,\N
1413.0,104,21,15,11.0,15,1:22.239,\N,\N
1414.0,104,13,15,12.0,16,1:22.287,\N,\N
1415.0,104,2,17,18.0,17,1:22.301,\N,\N
1416.0,104,45,17,19.0,18,1:23.239,\N,\N
1417.0,104,47,18,20.0,19,1:24.808,\N,\N
1418.0,104,46,18,21.0,20,1:24.910,\N,\N
1419.0,109,4,4,8.0,1,1:37.044,\N,\N
1420.0,109,15,4,7.0,2,1:37.217,\N,\N
1421.0,109,30,6,1.0,3,1:37.393,\N,\N
1422.0,109,14,1,5.0,4,1:37.454,\N,\N
1423.0,109,22,6,2.0,5,1:37.579,\N,\N
1424.0,109,2,15,9.0,6,1:37.766,\N,\N
1425.0,109,8,1,6.0,7,1:37.858,\N,\N
1426.0,109,31,3,3.0,8,1:37.974,\N,\N
1427.0,109,18,16,17.0,9,1:38.073,\N,\N
1428.0,109,44,7,20.0,10,1:38.094,\N,\N
1429.0,109,43,7,21.0,11,1:38.097,\N,\N
1430.0,109,35,16,16.0,12,1:38.289,\N,\N
1431.0,109,49,15,10.0,13,1:38.291,\N,\N
1432.0,109,21,17,11.0,14,1:38.416,\N,\N
1433.0,109,42,19,15.0,15,1:38.516,\N,\N
1434.0,109,17,19,14.0,16,1:38.624,\N,\N
1435.0,109,23,3,4.0,17,1:38.789,\N,\N
1436.0,109,50,18,19.0,18,1:40.417,\N,\N
1437.0,109,51,18,18.0,19,1:40.599,\N,\N
1438.0,109,52,17,12.0,20,1:40.910,\N,\N
1439.0,125,30,6,1.0,1,1:35.266,\N,\N
1440.0,125,31,3,6.0,2,1:35.497,\N,\N
1441.0,125,22,6,2.0,3,1:35.891,\N,\N
1442.0,125,23,3,3.0,4,1:36.028,\N,\N
1443.0,125,8,1,4.0,5,1:36.468,\N,\N
1444.0,125,14,1,3.0,6,1:36.477,\N,\N
1445.0,125,2,15,7.0,7,1:37.199,\N,\N
1446.0,125,18,4,15.0,8,1:37.245,\N,\N
1447.0,125,21,17,9.0,9,1:37.536,\N,\N
1448.0,125,63,7,24.0,10,1:37.694,\N,\N
1449.0,125,49,21,20.0,11,1:37.919,\N,\N
1450.0,125,15,4,14.0,12,1:37.920,\N,\N
1451.0,125,35,16,11.0,13,1:38.039,\N,\N
1452.0,125,13,15,8.0,14,1:38.057,\N,\N
1453.0,125,11,17,10.0,15,1:38.141,\N,\N
1454.0,125,59,21,21.0,16,1:38.284,\N,\N
1455.0,125,37,19,17.0,17,1:38.374,\N,\N
1456.0,125,44,16,12.0,18,1:38.390,\N,\N
1457.0,125,66,7,25.0,19,1:38.959,\N,\N
1458.0,125,56,19,16.0,20,1:39.121,\N,\N
1459.0,125,17,18,23.0,21,1:39.454,\N,\N
1460.0,125,62,18,22.0,22,1:40.158,\N,\N
1461.0,140,30,6,1.0,1,1:31.317,\N,\N
1462.0,140,22,6,2.0,2,1:31.749,\N,\N
1463.0,140,14,1,3.0,3,1:32.088,\N,\N
1464.0,140,8,1,4.0,4,1:32.197,\N,\N
1465.0,140,23,3,5.0,5,1:32.444,\N,\N
1466.0,140,31,3,6.0,6,1:32.507,\N,\N
1467.0,140,11,17,10.0,7,1:33.090,\N,\N
1468.0,140,21,17,9.0,8,1:33.276,\N,\N
1469.0,140,35,16,11.0,9,1:33.349,\N,\N
1470.0,140,18,4,15.0,10,1:33.429,\N,\N
1471.0,140,15,4,14.0,11,1:33.547,\N,\N
1472.0,140,2,15,7.0,12,1:33.553,\N,\N
1473.0,140,63,7,24.0,13,1:33.742,\N,\N
1474.0,140,56,19,16.0,14,1:33.915,\N,\N
1475.0,140,13,15,8.0,15,1:33.979,\N,\N
1476.0,140,44,16,12.0,16,1:34.192,\N,\N
1477.0,140,37,19,17.0,17,1:34.227,\N,\N
1478.0,140,66,7,25.0,18,1:35.191,\N,\N
1479.0,140,17,18,23.0,19,1:35.958,\N,\N
1480.0,140,62,18,22.0,20,1:36.267,\N,\N
1481.0,156,30,6,1.0,1,1:11.708,\N,\N
1482.0,156,23,3,5.0,2,1:11.986,\N,\N
1483.0,156,31,3,6.0,3,1:12.252,\N,\N
1484.0,156,57,1,3.0,4,1:12.309,\N,\N
1485.0,156,22,6,2.0,5,1:12.327,\N,\N
1486.0,156,2,15,16.0,6,1:12.434,\N,\N
1487.0,156,14,1,4.0,7,1:12.500,\N,\N
1488.0,156,15,17,11.0,8,1:12.605,\N,\N
1489.0,156,55,17,12.0,9,1:12.607,\N,\N
1490.0,156,18,22,8.0,10,1:12.805,\N,\N
1491.0,156,8,15,17.0,11,1:12.881,\N,\N
1492.0,156,21,22,7.0,12,1:12.942,\N,\N
1493.0,156,44,16,9.0,13,1:13.122,\N,\N
1494.0,156,56,19,18.0,14,1:13.189,\N,\N
1495.0,156,49,20,22.0,15,1:13.281,\N,\N
1496.0,156,37,19,19.0,16,1:13.679,\N,\N
1497.0,156,4,18,21.0,17,1:13.991,\N,\N
1498.0,156,35,16,10.0,18,1:14.012,\N,\N
1499.0,156,59,21,15.0,19,1:14.129,\N,\N
1500.0,156,50,21,14.0,20,1:14.138,\N,\N
1501.0,156,61,20,23.0,21,1:14.185,\N,\N
1502.0,156,62,18,20.0,22,1:15.247,\N,\N
1503.0,158,57,1,1.0,1,1:30.556,\N,\N
1504.0,158,14,1,2.0,2,1:30.910,\N,\N
1505.0,158,30,6,3.0,3,1:31.075,\N,\N
1506.0,158,22,6,4.0,4,1:31.102,\N,\N
1507.0,158,49,17,5.0,5,1:31.359,\N,\N
1508.0,158,15,17,6.0,6,1:31.504,\N,\N
1509.0,158,56,19,7.0,7,1:31.514,\N,\N
1510.0,158,35,16,22.0,8,1:31.968,\N,\N
1511.0,158,21,22,11.0,9,1:31.992,\N,\N
1512.0,158,63,15,17.0,10,1:32.018,\N,\N
1513.0,158,23,3,9.0,11,1:32.220,\N,\N
1514.0,158,37,21,18.0,12,1:32.323,\N,\N
1515.0,158,50,21,19.0,13,1:32.477,\N,\N
1516.0,158,25,22,12.0,14,1:32.775,\N,\N
1517.0,158,2,20,15.0,15,1:33.024,\N,\N
1518.0,158,41,16,23.0,16,1:33.117,\N,\N
1519.0,158,55,20,14.0,17,1:33.197,\N,\N
1520.0,158,48,18,20.0,18,1:33.261,\N,\N
1521.0,158,64,15,16.0,19,1:33.378,\N,\N
1522.0,158,65,19,8.0,20,1:33.638,\N,\N
1523.0,158,18,3,10.0,21,1:33.828,\N,\N
1524.0,158,60,18,21.0,22,1:34.705,\N,\N
1525.0,160,57,1,1.0,1,1:24.714,\N,\N
1526.0,160,30,6,3.0,2,1:24.805,\N,\N
1527.0,160,14,1,2.0,3,1:25.014,\N,\N
1528.0,160,22,6,4.0,4,1:25.871,\N,\N
1529.0,160,23,3,9.0,5,1:25.871,\N,\N
1530.0,160,49,17,5.0,6,1:25.892,\N,\N
1531.0,160,56,19,7.0,7,1:25.929,\N,\N
1532.0,160,15,17,6.0,8,1:26.002,\N,\N
1533.0,160,35,16,22.0,9,1:26.124,\N,\N
1534.0,160,64,15,16.0,10,1:26.238,\N,\N
1535.0,160,25,22,12.0,11,1:26.281,\N,\N
1536.0,160,63,15,17.0,12,1:26.336,\N,\N
1537.0,160,37,21,18.0,13,1:26.349,\N,\N
1538.0,160,41,16,23.0,14,1:26.814,\N,\N
1539.0,160,55,20,14.0,15,1:26.824,\N,\N
1540.0,160,50,21,19.0,16,1:26.845,\N,\N
1541.0,160,65,19,8.0,17,1:27.051,\N,\N
1542.0,160,18,3,10.0,18,1:27.135,\N,\N
1543.0,160,21,22,11.0,19,1:27.253,\N,\N
1544.0,160,60,18,21.0,20,1:28.161,\N,\N
1545.0,160,48,18,20.0,21,1:28.333,\N,\N
1546.0,160,2,20,15.0,22,1:28.361,\N,\N
1547.0,161,22,6,4.0,1,1:25.703,\N,\N
1548.0,161,49,17,5.0,2,1:25.706,\N,\N
1549.0,161,57,1,1.0,3,1:25.741,\N,\N
1550.0,161,14,1,2.0,4,1:26.088,\N,\N
1551.0,161,30,6,3.0,5,1:26.161,\N,\N
1552.0,161,18,3,10.0,6,1:26.733,\N,\N
1553.0,161,23,3,9.0,7,1:26.786,\N,\N
1554.0,161,50,21,19.0,8,1:26.793,\N,\N
1555.0,161,56,19,7.0,9,1:26.818,\N,\N
1556.0,161,35,16,22.0,10,1:27.025,\N,\N
1557.0,161,15,17,6.0,11,1:27.164,\N,\N
1558.0,161,21,22,11.0,12,1:27.253,\N,\N
1559.0,161,64,15,16.0,13,1:27.301,\N,\N
1560.0,161,65,19,8.0,14,1:27.461,\N,\N
1561.0,161,55,20,14.0,15,1:27.559,\N,\N
1562.0,161,41,16,23.0,16,1:27.772,\N,\N
1563.0,161,2,20,15.0,17,1:27.806,\N,\N
1564.0,161,63,15,17.0,18,1:28.110,\N,\N
1565.0,161,37,21,18.0,19,1:28.135,\N,\N
1566.0,161,25,22,12.0,20,1:28.205,\N,\N
1567.0,161,48,18,20.0,21,1:28.253,\N,\N
1568.0,161,60,18,21.0,22,1:29.174,\N,\N
1569.0,173,30,6,3.0,1,1:35.825,\N,\N
1570.0,173,57,1,1.0,2,1:35.834,\N,\N
1571.0,173,14,1,2.0,3,1:36.236,\N,\N
1572.0,173,22,6,4.0,4,1:36.330,\N,\N
1573.0,173,18,3,10.0,5,1:36.628,\N,\N
1574.0,173,23,3,9.0,6,1:36.788,\N,\N
1575.0,173,56,19,7.0,7,1:36.899,\N,\N
1576.0,173,49,17,5.0,8,1:37.243,\N,\N
1577.0,173,35,16,22.0,9,1:37.267,\N,\N
1578.0,173,65,19,8.0,10,1:37.329,\N,\N
1579.0,173,25,22,12.0,11,1:37.348,\N,\N
1580.0,173,21,22,11.0,12,1:37.479,\N,\N
1581.0,173,37,21,18.0,13,1:37.652,\N,\N
1582.0,173,50,21,19.0,14,1:37.674,\N,\N
1583.0,173,15,17,6.0,15,1:37.679,\N,\N
1584.0,173,2,20,15.0,16,1:38.141,\N,\N
1585.0,173,55,20,14.0,17,1:38.209,\N,\N
1586.0,173,41,16,23.0,18,1:38.269,\N,\N
1587.0,173,63,15,17.0,19,1:38.490,\N,\N
1588.0,173,64,15,16.0,20,1:38.576,\N,\N
1589.0,173,48,18,20.0,21,1:39.972,\N,\N
1590.0,173,60,18,21.0,22,1:40.462,\N,\N
1591.0,175,57,1,1.0,1,1:30.462,\N,\N
1592.0,175,14,1,2.0,2,1:30.946,\N,\N
1593.0,175,30,6,3.0,3,1:31.781,\N,\N
1594.0,175,22,24,16.0,4,1:32.148,\N,\N
1595.0,175,49,17,8.0,5,1:32.276,\N,\N
1596.0,175,56,6,4.0,6,1:32.289,\N,\N
1597.0,175,21,22,9.0,7,1:32.540,\N,\N
1598.0,175,23,3,6.0,8,1:32.691,\N,\N
1599.0,175,71,17,7.0,9,1:32.695,\N,\N
1600.0,175,25,22,10.0,10,1:32.789,\N,\N
1601.0,175,35,16,22.0,11,1:32.888,\N,\N
1602.0,175,15,20,19.0,12,1:32.971,\N,\N
1603.0,175,65,24,17.0,13,1:32.991,\N,\N
1604.0,175,64,15,12.0,14,1:33.374,\N,\N
1605.0,175,70,3,5.0,15,1:33.549,\N,\N
1606.0,175,55,15,11.0,16,1:33.910,\N,\N
1607.0,175,68,21,15.0,17,1:34.182,\N,\N
1608.0,175,37,21,14.0,18,1:34.244,\N,\N
1609.0,175,41,16,23.0,19,1:34.412,\N,\N
1610.0,175,44,20,18.0,20,1:35.068,\N,\N
1611.0,175,69,18,20.0,21,1:35.316,\N,\N
1612.0,175,48,18,21.0,22,1:37.013,\N,\N
1613.0,176,57,1,1.0,1,1:16.568,\N,\N
1614.0,176,14,1,2.0,2,1:16.715,\N,\N
1615.0,176,22,24,16.0,3,1:17.305,\N,\N
1616.0,176,30,6,3.0,4,1:17.578,\N,\N
1617.0,176,21,22,9.0,5,1:17.810,\N,\N
1618.0,176,56,6,4.0,6,1:17.843,\N,\N
1619.0,176,71,17,7.0,7,1:17.884,\N,\N
1620.0,176,49,17,8.0,8,1:17.902,\N,\N
1621.0,176,25,22,10.0,9,1:18.334,\N,\N
1622.0,176,65,24,17.0,10,1:18.374,\N,\N
1623.0,176,23,3,6.0,11,1:18.506,\N,\N
1624.0,176,44,20,18.0,12,1:18.636,\N,\N
1625.0,176,15,20,19.0,13,1:18.684,\N,\N
1626.0,176,55,15,11.0,14,1:18.716,\N,\N
1627.0,176,64,15,12.0,15,1:19.194,\N,\N
1628.0,176,70,3,5.0,16,1:19.452,\N,\N
1629.0,176,72,18,20.0,17,1:20.016,\N,\N
1630.0,176,37,21,14.0,18,1:20.075,\N,\N
1631.0,176,68,21,15.0,19,1:20.096,\N,\N
1632.0,176,48,18,21.0,20,1:20.710,\N,\N
1633.0,176,35,16,22.0,21,\N,\N,\N
1634.0,177,57,1,1.0,1,1:26.362,\N,\N
1635.0,177,14,1,2.0,2,1:26.384,\N,\N
1636.0,177,30,6,3.0,3,1:26.538,\N,\N
1637.0,177,56,6,4.0,4,1:26.993,\N,\N
1638.0,177,35,16,22.0,5,1:27.313,\N,\N
1639.0,177,22,24,16.0,6,1:27.409,\N,\N
1640.0,177,49,17,8.0,7,1:27.613,\N,\N
1641.0,177,71,17,7.0,8,1:27.708,\N,\N
1642.0,177,23,3,6.0,9,1:27.770,\N,\N
1643.0,177,70,3,5.0,10,1:28.142,\N,\N
1644.0,177,44,20,18.0,11,1:28.205,\N,\N
1645.0,177,65,24,17.0,12,1:28.246,\N,\N
1646.0,177,55,15,11.0,13,1:28.253,\N,\N
1647.0,177,15,20,19.0,14,1:28.403,\N,\N
1648.0,177,64,15,12.0,15,1:28.599,\N,\N
1649.0,177,21,22,9.0,16,1:28.750,\N,\N
1650.0,177,25,22,10.0,17,1:28.765,\N,\N
1651.0,177,37,21,14.0,18,1:29.293,\N,\N
1652.0,177,63,16,23.0,19,1:29.451,\N,\N
1653.0,177,68,21,15.0,20,1:29.656,\N,\N
1654.0,177,48,18,21.0,21,1:30.035,\N,\N
1655.0,177,69,18,22.0,22,1:30.945,\N,\N
1656.0,191,57,1,8.0,1,1:30.010,\N,\N
1657.0,191,14,1,7.0,2,1:30.053,\N,\N
1658.0,191,30,6,3.0,3,1:30.767,\N,\N
1659.0,191,35,3,1.0,4,1:30.919,\N,\N
1660.0,191,65,15,15.0,5,1:31.384,\N,\N
1661.0,191,49,3,2.0,6,1:31.397,\N,\N
1662.0,191,21,22,5.0,7,1:31.733,\N,\N
1663.0,191,56,6,4.0,8,1:31.767,\N,\N
1664.0,191,23,17,10.0,9,1:32.392,\N,\N
1665.0,191,71,17,9.0,10,1:32.399,\N,\N
1666.0,191,25,22,6.0,11,1:32.726,\N,\N
1667.0,191,55,15,14.0,12,1:33.240,\N,\N
1668.0,191,68,25,20.0,13,1:33.291,\N,\N
1669.0,191,22,24,18.0,14,1:33.383,\N,\N
1670.0,191,15,20,12.0,15,1:33.739,\N,\N
1671.0,191,63,21,17.0,16,1:33.927,\N,\N
1672.0,191,74,18,23.0,17,1:34.646,\N,\N
1673.0,191,76,24,19.0,18,1:34.906,\N,\N
1674.0,191,73,25,20.0,19,1:35.119,\N,\N
1675.0,191,64,21,16.0,20,1:35.140,\N,\N
1676.0,191,44,20,14.0,21,1:35.215,\N,\N
1677.0,191,75,18,22.0,22,1:35.301,\N,\N
1678.0,192,57,1,8.0,1,1:17.092,\N,\N
1679.0,192,14,1,7.0,2,1:17.757,\N,\N
1680.0,192,49,3,2.0,3,1:18.109,\N,\N
1681.0,192,30,6,3.0,4,1:18.250,\N,\N
1682.0,192,25,22,6.0,5,1:18.261,\N,\N
1683.0,192,56,6,4.0,6,1:18.449,\N,\N
1684.0,192,21,22,5.0,7,1:18.652,\N,\N
1685.0,192,23,17,10.0,8,1:18.735,\N,\N
1686.0,192,44,20,14.0,9,1:18.753,\N,\N
1687.0,192,35,3,1.0,10,1:18.761,\N,\N
1688.0,192,71,17,9.0,11,1:18.988,\N,\N
1689.0,192,15,20,12.0,12,1:19.069,\N,\N
1690.0,192,22,24,18.0,13,1:19.344,\N,\N
1691.0,192,65,15,15.0,14,1:19.375,\N,\N
1692.0,192,55,15,14.0,15,1:19.449,\N,\N
1693.0,192,76,24,19.0,16,1:19.644,\N,\N
1694.0,192,68,25,21.0,17,1:20.203,\N,\N
1695.0,192,75,18,22.0,18,1:20.390,\N,\N
1696.0,192,74,18,23.0,19,1:20.459,\N,\N
1697.0,192,63,21,17.0,20,1:20.481,\N,\N
1698.0,192,73,25,20.0,21,1:20.748,\N,\N
1699.0,192,64,21,16.0,22,1:20.847,\N,\N
1700.0,193,14,1,7.0,1,1:25.852,\N,\N
1701.0,193,30,6,3.0,2,1:26.251,\N,\N
1702.0,193,57,1,8.0,3,1:26.632,\N,\N
1703.0,193,56,6,4.0,4,1:26.780,\N,\N
1704.0,193,23,17,10.0,5,1:26.827,\N,\N
1705.0,193,49,3,2.0,6,1:26.876,\N,\N
1706.0,193,35,3,1.0,7,1:26.941,\N,\N
1707.0,193,25,22,6.0,8,1:27.198,\N,\N
1708.0,193,71,17,9.0,9,1:27.483,\N,\N
1709.0,193,21,22,5.0,10,1:27.836,\N,\N
1710.0,193,55,15,14.0,11,1:27.839,\N,\N
1711.0,193,65,15,15.0,12,1:28.016,\N,\N
1712.0,193,68,25,18.0,13,1:28.811,\N,\N
1713.0,193,22,24,18.0,14,1:29.249,\N,\N
1714.0,193,44,20,11.0,15,1:29.320,\N,\N
1715.0,193,15,20,12.0,16,1:29.352,\N,\N
1716.0,193,63,21,17.0,17,1:29.617,\N,\N
1717.0,193,64,21,16.0,18,1:29.617,\N,\N
1718.0,193,75,18,22.0,19,1:30.054,\N,\N
1719.0,193,74,18,23.0,20,1:30.158,\N,\N
1720.0,193,73,25,20.0,21,1:30.437,\N,\N
1721.0,193,76,24,19.0,22,1:31.178,\N,\N
1722.0,199,57,1,8.0,1,1:23.271,\N,\N
1723.0,199,30,6,3.0,2,1:23.720,\N,\N
1724.0,199,35,3,1.0,3,1:24.102,\N,\N
1725.0,199,14,1,7.0,4,1:24.310,\N,\N
1726.0,199,56,6,4.0,5,1:24.436,\N,\N
1727.0,199,49,3,2.0,6,1:24.442,\N,\N
1728.0,199,71,17,9.0,7,1:24.542,\N,\N
1729.0,199,55,15,14.0,8,1:25.081,\N,\N
1730.0,199,65,15,15.0,9,1:25.084,\N,\N
1731.0,199,21,22,5.0,10,1:25.654,\N,\N
1732.0,199,25,22,6.0,11,1:25.760,\N,\N
1733.0,199,64,21,16.0,12,1:26.376,\N,\N
1734.0,199,63,21,17.0,13,1:26.487,\N,\N
1735.0,199,15,20,12.0,14,1:26.808,\N,\N
1736.0,199,50,24,19.0,15,1:26.948,\N,\N
1737.0,199,22,24,18.0,16,1:26.990,\N,\N
1738.0,199,68,25,21.0,17,1:27.061,\N,\N
1739.0,199,74,18,23.0,18,1:28.051,\N,\N
1740.0,199,75,18,22.0,19,1:28.123,\N,\N
1741.0,199,73,25,20.0,20,1:28.608,\N,\N
1742.0,199,23,17,9.0,21,\N,\N,\N
1743.0,199,44,20,11.0,22,\N,\N,\N
1744.0,200,21,22,5.0,1,1:29.598,\N,\N
1745.0,200,55,15,14.0,2,1:30.317,\N,\N
1746.0,200,57,1,8.0,3,1:30.517,\N,\N
1747.0,200,30,6,3.0,4,1:30.551,\N,\N
1748.0,200,22,24,18.0,5,1:31.005,\N,\N
1749.0,200,63,21,17.0,6,1:31.028,\N,\N
1750.0,200,49,3,2.0,7,1:31.515,\N,\N
1751.0,200,56,6,4.0,8,1:31.651,\N,\N
1752.0,200,23,17,10.0,9,1:31.917,\N,\N
1753.0,200,44,20,11.0,10,1:32.081,\N,\N
1754.0,200,35,3,1.0,11,1:32.083,\N,\N
1755.0,200,50,24,19.0,12,1:32.099,\N,\N
1756.0,200,64,21,16.0,13,1:32.206,\N,\N
1757.0,200,14,1,7.0,14,1:32.399,\N,\N
1758.0,200,71,17,9.0,15,1:32.718,\N,\N
